stock_id,stock_name,status,hotflow_score,score_pr,pr_rank_momentum,pr_rank_slope_5d,pr_hot_persistence_20d,pr_amount_z_60d,pr_amount_expansion,pr_rs_combined,pr_weekly_ma20_slope,amount_rank,rank_score,rank_change,rank_momentum,rank_slope_5d,hot_persistence_20d,amount_expansion,amount_z_60d,rs,rs_ma20,rs_trend,weekly_ma20_slope,ret_5d_pct,ret_20d_pct,rs_strength_20d_pct,close,amount_million,classify_reason
4576,大銀微系統,B 觀察中,72.21,100.0,82.7,80.8,21.2,69.2,90.4,96.2,63.5,45,56,180.0,56.0,11.2,2,2.27,1.18,0.006347,0.005815,1,7.6525,7.16,54.75,42.65,277.0,1905.2,HotFlow 進前 0%（未完全達 A 級）
5269,祥碩,A 主流形成中,71.92,98.1,96.2,93.3,40.4,55.8,57.7,55.8,69.2,35,66,81.0,66.0,13.1,12,1.56,0.69,0.035171,0.034074,1,14.7,10.43,18.53,6.43,1535.0,3297.0,HotFlow 進前 2% | 名次 5d 斜率 +13.1 | 20日上榜 12 天 | RS 轉強且週MA20 向上
3035,智原,A 主流形成中,67.6,96.2,46.2,98.1,36.5,94.2,98.1,53.8,32.7,25,76,25.0,25.0,20.3,11,3.67,2.2,0.005006,0.004608,1,1.605,13.21,18.11,6.01,218.5,6627.5,HotFlow 進前 4% | 名次 5d 斜率 +20.3 | 20日上榜 11 天 | RS 轉強且週MA20 向上
2887,台新新光金,C 過熱或排除,67.21,94.2,98.1,93.3,21.2,82.7,71.2,9.6,7.7,34,67,83.0,67.0,13.1,2,1.74,1.8,0.000534,0.000578,0,0.157,-0.64,-2.71,-14.82,23.3,3476.8,RS 未轉強
2356,英業達,C 過熱或排除,66.06,92.3,32.7,100.0,25.0,100.0,100.0,82.7,17.3,20,81,13.0,13.0,23.0,5,5.99,4.48,0.001498,0.001241,1,0.6605,26.01,35.97,23.86,65.4,8812.2,5日漲幅 26.0% > 25%
2049,上銀,A 主流形成中,65.62,90.4,94.2,62.5,45.2,44.2,50.0,78.8,65.4,36,65,99.0,65.0,8.2,13,1.37,0.54,0.00905,0.008432,1,8.8275,4.36,34.58,22.48,395.0,3103.1,HotFlow 進前 10% | 名次 5d 斜率 +8.2 | 20日上榜 13 天 | RS 轉強且週MA20 向上
4906,正文,B 觀察中,64.23,88.5,86.5,84.6,21.2,50.0,67.3,75.0,15.4,43,58,214.0,58.0,11.6,2,1.69,0.61,0.001015,0.000924,1,0.6483,13.88,29.34,17.24,44.3,2098.8,HotFlow 進前 12%（未完全達 A 級）
2882,國泰金,C 過熱或排除,62.79,86.5,92.3,53.8,30.8,84.6,73.1,38.5,9.6,33,68,64.0,64.0,7.6,7,1.78,1.8,0.001867,0.001898,0,0.2715,6.12,8.81,-3.29,81.5,3985.1,RS 未轉強
2449,京元電子,C 過熱或排除,60.48,84.6,42.3,48.1,80.8,88.5,82.7,42.3,48.1,12,89,19.0,19.0,5.4,20,2.07,2.03,0.007263,0.007416,0,3.66,7.46,10.84,-1.26,317.0,16946.4,RS 未轉強
6206,飛捷,B 觀察中,60.19,82.7,61.5,65.4,9.6,71.2,92.3,84.6,38.5,58,43,286.0,43.0,8.6,1,2.39,1.19,0.003299,0.003021,1,2.1305,10.77,36.49,24.39,144.0,466.9,HotFlow 進前 17%（未完全達 A 級）
6488,環球晶,A 主流形成中,59.9,80.8,50.0,90.4,57.7,34.6,36.5,80.8,75.0,31,70,36.0,36.0,12.9,16,1.19,0.2,0.018055,0.017014,1,18.0441,12.89,35.4,23.29,788.0,4487.9,HotFlow 進前 19% | 名次 5d 斜率 +12.9 | 20日上榜 16 天 | RS 轉強且週MA20 向上
2451,創見,B 觀察中,58.56,78.8,84.6,82.7,50.0,15.4,13.5,67.3,59.6,44,57,155.0,57.0,11.4,14,0.78,-0.31,0.007126,0.007429,1,6.86,-5.33,23.17,11.07,311.0,1948.0,HotFlow 進前 21%（未完全達 A 級）
6213,聯茂,C 過熱或排除,58.46,76.9,100.0,96.2,30.8,23.1,23.1,7.7,61.5,32,69,69.0,69.0,13.8,7,0.93,-0.08,0.006118,0.006545,0,7.6175,8.98,-3.26,-15.36,267.0,4100.6,RS 未轉強
3491,昇達科,B 觀察中,57.88,75.0,42.3,23.1,50.0,90.4,94.2,76.9,90.4,22,79,19.0,19.0,1.3,14,2.49,2.03,0.047887,0.042039,1,58.91,12.67,33.12,21.02,2090.0,7484.9,HotFlow 進前 25%（未完全達 A 級）
2885,元大金,B 觀察中,57.02,73.1,80.8,78.8,9.6,63.5,44.2,46.2,21.2,46,55,147.0,55.0,11.0,1,1.26,0.91,0.001285,0.001332,1,0.7945,3.31,12.31,0.21,56.1,1609.2,HotFlow 進前 27%（未完全達 A 級）
8046,南電,C 過熱或排除,56.59,71.2,24.0,51.9,80.8,92.3,86.5,17.3,76.9,6,95,8.0,8.0,7.0,20,2.14,2.09,0.020255,0.02188,0,30.805,11.76,1.14,-10.96,884.0,27240.8,RS 未轉強
2379,瑞昱,C 過熱或排除,55.87,69.2,88.5,72.1,30.8,36.5,34.6,34.6,46.2,39,62,94.0,62.0,9.8,7,1.19,0.34,0.013358,0.013615,0,3.5675,4.11,8.16,-3.94,583.0,2394.5,RS 未轉強
2344,華邦電,B 觀察中,55.77,67.3,15.4,26.9,80.8,98.1,88.5,88.5,40.4,3,98,5.0,5.0,1.6,20,2.23,2.7,0.002944,0.002741,1,2.3217,-1.53,45.69,33.59,128.5,45893.5,HotFlow 進前 33%（未完全達 A 級）
2303,聯電,B 觀察中,54.9,65.4,15.4,14.4,80.8,96.2,96.2,98.1,44.2,4,97,5.0,5.0,0.0,20,3.03,2.42,0.002864,0.002368,1,3.0383,12.61,67.79,55.68,125.0,42594.2,HotFlow 進前 35%（未完全達 A 級）
