stock_id,stock_name,status,hotflow_score,score_pr,pr_rank_momentum,pr_rank_slope_5d,pr_hot_persistence_20d,pr_amount_z_60d,pr_amount_expansion,pr_rs_combined,pr_weekly_ma20_slope,amount_rank,rank_score,rank_change,rank_momentum,rank_slope_5d,hot_persistence_20d,amount_expansion,amount_z_60d,rs,rs_ma20,rs_trend,weekly_ma20_slope,ret_5d_pct,ret_20d_pct,rs_strength_20d_pct,close,amount_million,classify_reason
3231,緯創,A 主流形成中,86.51,100.0,87.7,100.0,80.2,100.0,100.0,71.7,7.5,2,99,11.0,11.0,6.3,20,2.33,2.35,0.003823,0.00341,1,0.1875,16.78,23.84,12.04,174.0,13575.8,主流評分排前 0%（全市場 PR） | 近 5 日名次推進速度 +6.3 > 0（資金推升中） | 近 20 日上榜 20 天（持續被關注） | 相對強弱轉強 + 週線 20 均向上（中長期多頭）
2376,技嘉,A 主流形成中,83.68,98.1,84.0,98.1,57.5,92.5,92.5,84.9,56.6,14,87,10.0,10.0,5.3,19,0.69,-0.38,0.008482,0.007693,1,5.345,14.71,38.35,26.55,386.0,2285.9,主流評分排前 2%（全市場 PR） | 近 5 日名次推進速度 +5.3 > 0（資金推升中） | 近 20 日上榜 19 天（持續被關注） | 相對強弱轉強 + 週線 20 均向上（中長期多頭）
2382,廣達,A 主流形成中,77.64,96.2,61.3,87.7,80.2,98.1,96.2,62.3,43.4,4,97,4.0,4.0,2.7,20,1.21,0.32,0.008185,0.007691,1,3.03,17.69,17.14,5.33,372.5,8980.2,主流評分排前 4%（全市場 PR） | 近 5 日名次推進速度 +2.7 > 0（資金推升中） | 近 20 日上榜 20 天（持續被關注） | 相對強弱轉強 + 週線 20 均向上（中長期多頭）
2317,鴻海,A 主流形成中,77.55,94.3,50.0,96.2,80.2,94.3,94.3,83.0,37.7,1,100,2.0,2.0,3.7,20,0.86,-0.2,0.00668,0.006057,1,2.2275,16.48,33.63,21.82,304.0,14883.8,主流評分排前 6%（全市場 PR） | 近 5 日名次推進速度 +3.7 > 0（資金推升中） | 近 20 日上榜 20 天（持續被關注） | 相對強弱轉強 + 週線 20 均向上（中長期多頭）
4906,正文,A 主流形成中,75.61,92.5,92.5,92.5,21.7,84.9,81.1,88.7,20.8,29,72,14.0,14.0,3.2,7,0.31,-0.68,0.001105,0.000968,1,0.8775,13.54,46.86,35.06,50.3,427.0,主流評分排前 8%（全市場 PR） | 近 5 日名次推進速度 +3.2 > 0（資金推升中） | 近 20 日上榜 7 天（持續被關注） | 相對強弱轉強 + 週線 20 均向上（中長期多頭）
2451,創見,A 主流形成中,73.58,90.6,95.3,84.0,42.5,56.6,71.7,79.2,60.4,28,73,20.0,20.0,2.6,14,0.21,-1.18,0.007779,0.007638,1,6.8175,13.83,33.33,21.53,354.0,538.4,主流評分排前 9%（全市場 PR） | 近 5 日名次推進速度 +2.6 > 0（資金推升中） | 近 20 日上榜 14 天（持續被關注） | 相對強弱轉強 + 週線 20 均向上（中長期多頭）
2356,英業達,A 主流形成中,72.83,88.7,68.9,84.0,27.4,96.2,98.1,92.5,24.5,11,90,6.0,6.0,2.6,10,1.38,0.27,0.001595,0.001322,1,1.0287,11.01,56.13,44.33,72.6,2903.6,主流評分排前 11%（全市場 PR） | 近 5 日名次推進速度 +2.6 > 0（資金推升中） | 近 20 日上榜 10 天（持續被關注） | 相對強弱轉強 + 週線 20 均向上（中長期多頭）
6213,聯茂,C 過熱或排除,71.6,86.8,95.3,76.4,31.1,88.7,90.6,22.6,64.2,12,89,20.0,20.0,1.9,11,0.55,-0.52,0.006482,0.006415,0,7.7325,10.49,1.72,-10.08,295.0,2533.2,相對強弱未轉強（弱於大盤）
6669,緯穎,A 主流形成中,71.46,84.9,66.0,79.2,80.2,52.8,84.9,64.2,84.9,10,91,5.0,5.0,2.0,20,0.33,-1.19,0.125577,0.124405,1,55.9,1.87,17.59,5.79,5715.0,2948.9,主流評分排前 15%（全市場 PR） | 近 5 日名次推進速度 +2.0 > 0（資金推升中） | 近 20 日上榜 20 天（持續被關注） | 相對強弱轉強 + 週線 20 均向上（中長期多頭）
2615,萬海,A 主流形成中,69.39,83.0,98.1,94.3,10.4,81.1,79.2,41.5,3.8,35,66,21.0,21.0,3.5,6,0.3,-0.73,0.001868,0.001882,1,0.1235,2.04,12.43,0.63,85.0,299.9,主流評分排前 17%（全市場 PR） | 近 5 日名次推進速度 +3.5 > 0（資金推升中） | 近 20 日上榜 6 天（持續被關注） | 相對強弱轉強 + 週線 20 均向上（中長期多頭）
3324,雙鴻,C 過熱或排除,67.97,81.1,100.0,90.6,50.0,41.5,83.0,7.5,41.5,20,81,25.0,25.0,3.0,15,0.32,-1.31,0.025159,0.02469,0,2.835,13.37,-3.78,-15.59,1145.0,1471.3,相對強弱未轉強（弱於大盤）
2454,聯發科,B 觀察中,67.5,79.2,34.0,55.7,80.2,83.0,88.7,96.2,98.1,3,98,-1.0,-1.0,-0.5,20,0.4,-0.71,0.103164,0.088806,1,132.0575,10.6,63.59,51.79,4695.0,11343.1,主流評分排前 21%（未完全達 A 級條件）
3006,晶豪科,B 觀察中,66.98,77.4,87.7,41.5,57.5,58.5,73.6,90.6,58.5,24,77,11.0,11.0,-0.9,19,0.22,-1.15,0.005647,0.005388,1,6.6565,12.23,48.55,36.75,257.0,951.7,主流評分排前 23%（未完全達 A 級條件）
8299,群聯,B 觀察中,65.47,75.5,74.5,64.2,80.2,20.8,62.3,81.1,90.6,9,92,7.0,7.0,0.0,20,0.19,-1.85,0.058998,0.059564,1,59.7,8.27,33.58,21.78,2685.0,3195.2,主流評分排前 24%（未完全達 A 級條件）
3491,昇達科,B 觀察中,64.91,73.6,74.5,87.7,50.0,45.3,18.9,77.4,96.2,40,61,7.0,7.0,2.7,15,0.08,-1.29,0.047902,0.043779,1,65.805,4.31,27.86,16.06,2180.0,237.6,主流評分排前 26%（未完全達 A 級條件）
2344,華邦電,C 過熱或排除,63.21,71.7,50.0,44.3,80.2,60.4,86.8,98.1,45.3,5,96,2.0,2.0,-0.8,20,0.38,-1.11,0.003746,0.003017,1,3.0664,32.68,78.72,66.92,170.5,8561.8,近 5 日漲幅 32.7% > 25% — 漲過頭
3260,威剛,C 過熱或排除,62.88,69.8,90.6,66.0,80.2,39.6,47.2,9.4,67.9,21,80,12.0,12.0,0.1,20,0.12,-1.4,0.00935,0.010149,0,9.3907,4.42,-3.51,-15.32,425.5,1167.1,相對強弱未轉強（弱於大盤）
3008,大立光,B 觀察中,60.47,67.9,61.3,61.3,50.0,67.9,20.8,86.8,88.7,33,68,4.0,4.0,-0.3,15,0.08,-1.01,0.079983,0.075111,1,58.792,-5.33,41.36,29.56,3640.0,334.9,主流評分排前 32%（未完全達 A 級條件）
2303,聯電,B 觀察中,59.81,66.0,25.5,55.7,80.2,73.6,67.9,100.0,49.1,8,93,-4.0,-4.0,-0.5,20,0.2,-0.92,0.003252,0.002686,1,3.9197,18.4,82.27,70.46,148.0,3249.5,主流評分排前 34%（未完全達 A 級條件）
2367,燿華,B 觀察中,59.43,64.2,79.2,73.6,35.8,69.8,28.3,45.3,34.0,31,70,8.0,8.0,1.1,13,0.09,-0.98,0.001474,0.001527,1,1.899,-4.28,13.54,1.73,67.1,424.6,主流評分排前 36%（未完全達 A 級條件）
3035,智原,B 觀察中,55.71,62.3,84.0,13.2,35.8,79.2,54.7,75.5,35.8,36,65,10.0,10.0,-2.4,13,0.14,-0.77,0.004669,0.004683,1,1.9275,-2.75,25.74,13.94,212.5,286.9,主流評分排前 38%（未完全達 A 級條件）
1503,士電,C 過熱或排除,54.95,60.4,81.1,34.9,10.4,90.6,77.4,32.1,32.1,44,57,9.0,9.0,-1.3,6,0.29,-0.52,0.004845,0.004755,0,1.7475,9.43,9.43,-2.37,220.5,179.9,相對強弱未轉強（弱於大盤）
3380,明泰,C 過熱或排除,54.53,58.5,61.3,76.4,10.4,71.7,60.4,50.9,9.4,55,46,4.0,4.0,1.9,6,0.19,-0.96,0.000846,0.000796,1,0.2,7.54,14.24,2.44,38.5,49.7,主流評分未進入全市場前 40%
2408,南亞科,C 過熱或排除,52.78,56.6,32.1,48.1,80.2,26.4,66.0,94.3,62.3,7,94,-2.0,-2.0,-0.7,20,0.2,-1.69,0.008229,0.007237,1,6.8625,26.52,58.02,46.21,374.5,6156.8,近 5 日漲幅 26.5% > 25% — 漲過頭
1301,台塑,C 過熱或排除,52.17,54.7,74.5,81.1,10.4,64.2,50.9,3.8,13.2,42,59,7.0,7.0,2.4,6,0.13,-1.08,0.001021,0.001114,0,0.329,3.68,-8.56,-20.37,46.45,192.6,相對強弱未轉強（弱於大盤）
2049,上銀,C 過熱或排除,50.85,52.8,74.5,22.6,42.5,43.4,43.4,69.8,69.8,37,64,7.0,7.0,-2.0,14,0.12,-1.3,0.008657,0.008738,1,9.56,-0.25,23.7,11.9,394.0,279.3,主流評分未進入全市場前 40%
6206,飛捷,C 過熱或排除,50.09,50.9,50.0,50.9,10.4,77.4,49.1,73.6,39.6,59,42,2.0,2.0,-0.6,6,0.13,-0.82,0.003032,0.003126,1,2.2815,-4.17,24.32,12.52,138.0,26.9,主流評分未進入全市場前 40%
3034,聯詠,C 過熱或排除,49.39,49.1,42.5,55.7,54.7,50.9,30.2,60.4,54.7,41,60,1.0,1.0,-0.5,17,0.09,-1.2,0.010668,0.01131,1,5.29,-0.72,16.85,5.04,485.5,213.1,主流評分未進入全市場前 40%
8046,南電,C 過熱或排除,49.15,47.2,68.9,27.4,80.2,30.2,58.5,1.9,77.4,15,86,6.0,6.0,-1.8,20,0.17,-1.65,0.019314,0.02085,0,31.3275,-0.57,-10.85,-22.66,879.0,2208.0,相對強弱未轉強（弱於大盤）
3017,奇鋐,C 過熱或排除,48.92,45.3,30.2,71.7,80.2,17.0,69.8,11.3,86.8,13,88,-3.0,-3.0,0.7,20,0.2,-2.05,0.061745,0.060348,0,57.925,9.13,-2.6,-14.4,2810.0,2394.1,相對強弱未轉強（弱於大盤）
3504,揚明光,C 過熱或排除,47.92,43.4,50.0,55.7,10.4,86.8,15.1,67.9,28.3,63,38,2.0,2.0,-0.5,6,0.07,-0.62,0.001723,0.001756,1,1.396,-5.2,21.55,9.75,78.4,9.4,主流評分未進入全市場前 40%
2379,瑞昱,C 過熱或排除,45.19,41.5,42.5,69.8,31.1,35.8,39.6,39.6,52.8,39,62,1.0,1.0,0.4,11,0.12,-1.55,0.013008,0.013506,1,3.985,1.54,12.12,0.32,592.0,246.3,主流評分未進入全市場前 40%
2603,長榮,C 過熱或排除,44.76,39.6,42.5,37.7,35.8,62.3,75.5,30.2,26.4,27,74,1.0,1.0,-1.1,13,0.24,-1.1,0.004856,0.005001,0,1.145,3.27,7.28,-4.52,221.0,780.1,相對強弱未轉強（弱於大盤）
3037,欣興,C 過熱或排除,44.43,37.7,25.5,17.9,80.2,49.1,52.8,56.6,83.0,16,85,-4.0,-4.0,-2.2,20,0.13,-1.23,0.023292,0.02181,1,38.1875,7.07,16.36,4.55,1060.0,2117.9,主流評分未進入全市場前 40%
3711,日月光投控,C 過熱或排除,43.4,35.8,14.2,34.9,80.2,32.1,64.2,58.5,75.5,18,83,-9.0,-9.0,-1.3,20,0.2,-1.65,0.013448,0.01312,1,16.6775,-0.81,16.57,4.77,612.0,2023.9,主流評分未進入全市場前 40%
2345,智邦,C 過熱或排除,42.83,34.0,25.5,61.3,80.2,15.1,35.8,17.0,92.5,23,78,-4.0,-4.0,-0.3,20,0.11,-2.09,0.054823,0.059301,0,64.2,-1.77,-0.4,-12.2,2495.0,1037.9,相對強弱未轉強（弱於大盤）
4576,大銀微系統,C 過熱或排除,41.42,32.1,55.7,11.3,10.4,75.5,41.5,49.1,66.0,52,49,3.0,3.0,-2.8,6,0.12,-0.89,0.005845,0.006025,1,7.9425,-3.97,14.16,2.36,266.0,109.9,主流評分未進入全市場前 40%
5269,祥碩,C 過熱或排除,39.34,30.2,61.3,3.8,50.0,54.7,11.3,28.3,71.7,48,53,4.0,4.0,-4.7,15,0.06,-1.18,0.032301,0.034072,0,12.775,-4.23,5.76,-6.05,1470.0,126.4,相對強弱未轉強（弱於大盤）
2330,台積電,C 過熱或排除,38.82,28.3,20.8,48.1,80.2,11.3,37.7,24.5,81.1,6,95,-5.0,-5.0,-0.7,20,0.11,-2.2,0.051857,0.053801,0,38.1271,2.16,3.74,-8.07,2360.0,8149.1,相對強弱未轉強（弱於大盤）
1303,南亞,C 過熱或排除,35.42,26.4,18.9,30.2,80.2,18.9,45.3,37.7,30.2,26,75,-6.0,-6.0,-1.6,20,0.12,-2.05,0.002171,0.002117,0,1.6775,13.43,11.76,-0.04,98.8,887.5,相對強弱未轉強（弱於大盤）
2449,京元電子,C 過熱或排除,34.58,24.5,17.0,9.4,80.2,47.2,56.6,13.2,47.2,19,82,-8.0,-8.0,-3.0,20,0.16,-1.25,0.007174,0.00738,0,3.48,3.0,-1.8,-13.61,326.5,1489.8,相對強弱未轉強（弱於大盤）
3105,穩懋,C 過熱或排除,34.43,22.6,36.8,7.5,80.2,28.3,17.0,20.8,73.6,22,79,0.0,0.0,-3.5,20,0.08,-1.67,0.011602,0.012015,0,16.3025,-2.76,0.76,-11.04,528.0,1129.9,相對強弱未轉強（弱於大盤）
3596,智易,C 過熱或排除,33.3,20.8,42.5,44.3,10.4,34.0,7.5,52.8,22.6,61,40,1.0,1.0,-0.8,6,0.05,-1.64,0.004131,0.004312,1,0.9873,-0.53,14.29,2.48,188.0,17.7,主流評分未進入全市場前 40%
2308,台達電,C 過熱或排除,32.92,18.9,10.4,27.4,80.2,3.8,32.1,43.4,94.3,17,84,-11.0,-11.0,-1.8,20,0.1,-2.68,0.055373,0.052314,1,65.525,10.04,13.51,1.71,2520.0,2031.1,主流評分未進入全市場前 40%
