stock_id,stock_name,status,hotflow_score,score_pr,pr_rank_momentum,pr_rank_slope_5d,pr_hot_persistence_20d,pr_amount_z_60d,pr_amount_expansion,pr_rs_combined,pr_weekly_ma20_slope,amount_rank,rank_score,rank_change,rank_momentum,rank_slope_5d,hot_persistence_20d,amount_expansion,amount_z_60d,rs,rs_ma20,rs_trend,weekly_ma20_slope,ret_5d_pct,ret_20d_pct,rs_strength_20d_pct,close,amount_million,classify_reason
2454,聯發科,A 主流形成中,93.59,100.0,94.0,91.7,96.7,93.0,87.4,96.2,98.5,1,100,8.0,8.0,1.4,20,3.25,2.7,0.091322,0.078435,1,99.0623,18.4,74.27,62.19,3860.0,80007.0,HotFlow 進前 0% | 名次 5d 斜率 +1.4 | 20日上榜 20 天 | RS 轉強且週MA20 向上
8027,鈦昇,A 主流形成中,89.19,99.8,94.9,94.2,85.3,82.7,80.1,95.6,77.5,85,16,10.0,10.0,3.8,10,2.45,1.6,0.005785,0.005318,1,5.8325,-1.01,71.58,59.5,244.5,3668.4,HotFlow 進前 0% | 名次 5d 斜率 +3.8 | 20日上榜 10 天 | RS 轉強且週MA20 向上
3357,臺慶科,C 過熱或排除,89.17,99.7,94.0,92.3,71.6,96.4,92.3,94.4,67.0,93,8,95.0,8.0,1.6,2,4.07,3.32,0.006601,0.004843,1,3.125,26.82,64.6,52.53,279.0,3448.5,5日漲幅 26.8% > 25%
4916,事欣科,C 過熱或排除,89.02,99.5,92.0,98.5,74.3,98.2,98.9,88.7,33.8,61,40,2.0,2.0,11.8,3,8.57,4.71,0.002326,0.001728,1,0.792,45.2,48.71,36.64,98.3,4928.3,5日漲幅 45.2% > 25%
2356,英業達,A 主流形成中,88.97,99.3,99.5,99.5,77.1,97.7,96.1,73.5,20.1,34,67,60.0,60.0,14.1,4,5.48,4.49,0.001408,0.001228,1,0.3845,13.98,28.51,16.44,59.5,7313.9,HotFlow 進前 1% | 名次 5d 斜率 +14.1 | 20日上榜 4 天 | RS 轉強且週MA20 向上
2375,凱美,C 過熱或排除,88.64,99.2,97.1,94.2,67.7,99.5,98.5,94.8,22.4,82,19,95.0,19.0,3.8,1,8.15,5.21,0.003182,0.002358,1,0.4505,35.31,66.87,54.8,134.5,3753.3,5日漲幅 35.3% > 25% | 成交金額爆衝 Z=5.2 但 20日上榜僅 1 天
2377,微星,A 主流形成中,87.52,99.0,99.5,97.5,83.7,88.1,92.2,71.4,20.6,40,61,69.0,61.0,6.9,8,4.04,2.13,0.002934,0.002579,1,0.4005,10.71,26.53,14.46,124.0,6660.3,HotFlow 進前 1% | 名次 5d 斜率 +6.9 | 20日上榜 8 天 | RS 轉強且週MA20 向上
2355,敬鵬,A 主流形成中,87.33,98.9,95.6,97.9,77.1,92.8,88.1,73.9,43.5,70,31,13.0,13.0,7.5,4,3.29,2.69,0.001543,0.001342,1,1.1382,24.19,29.37,17.29,65.2,4449.3,HotFlow 進前 1% | 名次 5d 斜率 +7.5 | 20日上榜 4 天 | RS 轉強且週MA20 向上
3711,日月光投控,A 主流形成中,87.27,98.7,96.6,88.6,96.7,87.4,70.4,62.9,88.9,11,90,16.0,16.0,0.1,20,1.79,2.03,0.013272,0.012681,1,14.525,2.56,20.78,8.7,561.0,17474.7,HotFlow 進前 1% | 名次 5d 斜率 +0.1 | 20日上榜 20 天 | RS 轉強且週MA20 向上
3035,智原,A 主流形成中,86.66,98.5,92.6,99.5,86.4,86.4,89.7,69.3,35.9,51,50,5.0,5.0,14.5,11,3.46,1.99,0.004992,0.004595,1,0.8825,11.05,25.22,13.15,211.0,5897.8,HotFlow 進前 2% | 名次 5d 斜率 +14.5 | 20日上榜 11 天 | RS 轉強且週MA20 向上
2312,金寶,A 主流形成中,86.32,98.3,97.5,97.2,77.1,95.1,93.5,65.2,15.8,71,30,25.0,25.0,6.5,4,4.31,2.89,0.000783,0.000702,1,0.3,18.85,22.59,10.52,33.1,4445.7,HotFlow 進前 2% | 名次 5d 斜率 +6.5 | 20日上榜 4 天 | RS 轉強且週MA20 向上
3714,富采,A 主流形成中,86.32,98.3,98.3,98.9,80.8,84.0,88.2,55.9,57.0,49,52,30.0,30.0,12.6,6,3.31,1.75,0.001926,0.001747,1,1.9665,21.13,16.29,4.21,81.4,6176.0,HotFlow 進前 2% | 名次 5d 斜率 +12.6 | 20日上榜 6 天 | RS 轉強且週MA20 向上
6282,康舒,A 主流形成中,85.39,98.0,98.6,97.0,77.1,91.5,86.6,61.6,24.5,69,32,37.0,32.0,6.4,4,3.14,2.43,0.001358,0.001242,1,0.4985,15.73,19.58,7.51,57.4,4470.4,HotFlow 進前 2% | 名次 5d 斜率 +6.4 | 20日上榜 4 天 | RS 轉強且週MA20 向上
