stock_id,stock_name,status,hotflow_score,score_pr,pr_rank_momentum,pr_rank_slope_5d,pr_hot_persistence_20d,pr_amount_z_60d,pr_amount_expansion,pr_rs_combined,pr_weekly_ma20_slope,amount_rank,rank_score,rank_change,rank_momentum,rank_slope_5d,hot_persistence_20d,amount_expansion,amount_z_60d,rs,rs_ma20,rs_trend,weekly_ma20_slope,ret_5d_pct,ret_20d_pct,rs_strength_20d_pct,close,amount_million,classify_reason
2492,華新科,C 過熱或排除,96.26,100.0,99.6,99.6,80.8,99.6,99.6,99.6,89.9,8,93,79.0,79.0,20.0,5,13.0,7.01,0.012074,0.009291,1,15.2825,34.37,110.9,98.58,561.0,38232.0,近 5 日漲幅 34.4% > 25% — 漲過頭
2478,大毅,C 過熱或排除,95.02,99.9,98.2,96.6,85.2,98.4,99.6,99.0,75.4,40,61,30.0,30.0,7.9,8,8.34,4.46,0.005036,0.003533,1,5.2255,31.83,101.72,89.4,234.0,8513.3,近 5 日漲幅 31.8% > 25% — 漲過頭
8996,高力,C 過熱或排除,94.24,99.7,94.7,99.6,91.0,96.4,86.6,91.8,94.0,36,65,7.0,7.0,13.2,15,2.56,3.18,0.034219,0.027075,1,28.4307,39.47,49.3,36.97,1590.0,9456.4,近 5 日漲幅 39.5% > 25% — 漲過頭
2472,立隆電,A 主流形成中,93.67,99.6,96.3,98.2,86.6,93.6,92.7,92.3,88.7,47,54,13.0,13.0,9.5,9,3.55,2.61,0.008652,0.007879,1,12.9475,14.86,51.13,38.81,402.0,7519.4,主流評分排前 0%（全市場 PR） | 近 5 日名次推進速度 +9.5 > 0（資金推升中） | 近 20 日上榜 9 天（持續被關注） | 相對強弱轉強 + 週線 20 均向上（中長期多頭）
3481,群創,C 過熱或排除,93.2,99.4,96.6,99.0,97.9,90.3,90.5,94.2,51.4,6,95,15.0,15.0,13.0,20,3.06,2.04,0.001386,0.001156,1,1.5677,37.17,58.62,46.3,64.4,55454.1,近 5 日漲幅 37.2% > 25% — 漲過頭
1303,南亞,C 過熱或排除,91.95,99.3,94.3,94.7,93.4,96.3,86.0,94.5,59.0,20,81,6.0,6.0,4.2,18,2.49,3.16,0.002991,0.002327,1,2.1595,43.45,59.22,46.9,139.0,18665.6,近 5 日漲幅 43.4% > 25% — 漲過頭
6116,彩晶,C 過熱或排除,91.78,99.1,99.6,98.4,80.8,97.2,98.8,96.3,20.0,53,48,219.0,48.0,9.6,5,6.62,3.45,0.000405,0.000372,1,0.3946,32.39,74.07,61.75,18.8,6805.7,近 5 日漲幅 32.4% > 25% — 漲過頭
2408,南亞科,C 過熱或排除,91.69,99.0,91.9,90.7,97.9,94.2,83.2,93.4,82.1,3,98,1.0,1.0,0.4,20,2.25,2.7,0.009889,0.008173,1,7.2775,35.15,56.83,44.5,459.5,83121.8,近 5 日漲幅 35.1% > 25% — 漲過頭
2379,瑞昱,C 過熱或排除,90.87,98.8,94.3,97.5,89.1,88.2,81.5,89.0,83.2,63,38,6.0,6.0,8.6,12,2.08,1.83,0.017626,0.014252,1,7.675,25.04,42.43,30.11,819.0,5509.8,近 5 日漲幅 25.0% > 25% — 漲過頭
2409,友達,A 主流形成中,90.13,98.7,95.0,96.1,93.4,93.4,90.2,87.6,27.3,11,90,8.0,8.0,7.0,18,2.99,2.59,0.000606,0.000548,1,0.541,21.6,39.36,27.04,28.15,23317.0,主流評分排前 1%（全市場 PR） | 近 5 日名次推進速度 +7.0 > 0（資金推升中） | 近 20 日上榜 18 天（持續被關注） | 相對強弱轉強 + 週線 20 均向上（中長期多頭）
2357,華碩,A 主流形成中,89.1,98.5,99.0,93.7,93.4,81.4,75.7,73.8,89.4,56,45,44.0,44.0,2.6,18,1.76,1.16,0.01698,0.017865,1,14.49,0.64,20.27,7.95,789.0,6264.0,主流評分排前 2%（全市場 PR） | 近 5 日名次推進速度 +2.6 > 0（資金推升中） | 近 20 日上榜 18 天（持續被關注） | 相對強弱轉強 + 週線 20 均向上（中長期多頭）
3450,聯鈞,A 主流形成中,88.96,98.4,98.1,99.6,91.5,74.5,71.4,80.9,88.1,38,63,28.0,28.0,14.9,16,1.48,0.73,0.01216,0.011263,1,12.03,24.86,28.41,16.09,565.0,8805.3,主流評分排前 2%（全市場 PR） | 近 5 日名次推進速度 +14.9 > 0（資金推升中） | 近 20 日上榜 16 天（持續被關注） | 相對強弱轉強 + 週線 20 均向上（中長期多頭）
2890,永豐金,C 過熱或排除,88.46,98.2,98.8,97.2,71.0,99.6,96.4,84.5,13.0,59,42,56.0,42.0,8.4,1,4.87,5.6,0.000857,0.000728,1,0.2453,19.7,34.01,21.69,39.8,5891.0,量能爆衝（Z=5.6）但近 20 日僅上榜 1 天 — 缺乏持續性
6175,立敦,B 觀察中,88.12,98.1,92.5,91.1,75.0,97.0,94.0,84.4,62.7,98,3,57.0,3.0,0.6,2,3.87,3.27,0.002453,0.002227,1,2.4135,10.68,33.8,21.48,114.0,3259.4,主流評分排前 2%（未完全達 A 級條件）
1301,台塑,C 過熱或排除,87.41,97.9,99.6,99.6,71.0,99.6,98.7,63.5,16.2,35,66,170.0,66.0,13.2,1,6.44,5.69,0.001113,0.001053,1,0.3152,18.04,13.01,0.68,51.7,9745.9,量能爆衝（Z=5.7）但近 20 日僅上榜 1 天 — 缺乏持續性
4904,遠傳,C 過熱或排除,87.11,97.8,98.4,95.6,71.0,99.6,97.8,64.5,31.7,69,32,84.0,32.0,6.4,1,5.79,6.38,0.002335,0.002283,1,0.695,-0.46,13.38,1.05,108.5,4591.3,量能爆衝（Z=6.4）但近 20 日僅上榜 1 天 — 缺乏持續性
3443,創意,C 過熱或排除,86.11,97.6,92.9,95.1,97.9,92.1,83.6,20.6,98.8,12,89,4.0,4.0,4.9,20,2.28,2.26,0.104594,0.104767,0,104.925,18.39,-4.05,-16.37,4860.0,22936.9,相對強弱未轉強（弱於大盤）
3034,聯詠,C 過熱或排除,85.67,97.5,96.1,98.4,80.8,87.0,81.7,47.4,77.6,65,36,12.0,12.0,9.6,5,2.09,1.68,0.011105,0.011003,0,5.6675,5.74,6.5,-5.82,516.0,5219.3,相對強弱未轉強（弱於大盤）
2002,中鋼,C 過熱或排除,85.42,97.3,99.6,98.7,77.3,99.6,98.4,44.1,0.6,48,53,166.0,53.0,10.6,3,6.2,5.43,0.000411,0.000426,0,0.0023,2.96,4.95,-7.38,19.1,7404.4,相對強弱未轉強（弱於大盤）
3105,穩懋,C 過熱或排除,85.28,97.2,95.3,92.4,97.9,76.6,66.2,56.9,89.7,16,85,9.0,9.0,1.6,20,1.32,0.87,0.011363,0.011458,0,14.7495,9.66,9.78,-2.54,528.0,21193.6,相對強弱未轉強（弱於大盤）
2881,富邦金,A 主流形成中,85.22,97.0,91.9,92.2,97.9,70.9,71.8,89.4,47.2,55,46,1.0,1.0,1.3,20,1.49,0.6,0.00297,0.002619,1,1.3315,9.96,43.6,31.28,138.0,6319.9,主流評分排前 3%（全市場 PR） | 近 5 日名次推進速度 +1.3 > 0（資金推升中） | 近 20 日上榜 20 天（持續被關注） | 相對強弱轉強 + 週線 20 均向上（中長期多頭）
6213,聯茂,A 主流形成中,84.35,96.9,98.5,98.0,87.7,65.1,65.4,65.4,82.3,57,44,39.0,39.0,9.3,10,1.31,0.38,0.006026,0.005925,1,7.28,12.9,13.59,1.27,280.0,6240.4,主流評分排前 3%（全市場 PR） | 近 5 日名次推進速度 +9.3 > 0（資金推升中） | 近 20 日上榜 10 天（持續被關注） | 相對強弱轉強 + 週線 20 均向上（中長期多頭）
