stock_id,stock_name,status,hotflow_score,score_pr,pr_rank_momentum,pr_rank_slope_5d,pr_hot_persistence_20d,pr_amount_z_60d,pr_amount_expansion,pr_rs_combined,pr_weekly_ma20_slope,amount_rank,rank_score,rank_change,rank_momentum,rank_slope_5d,hot_persistence_20d,amount_expansion,amount_z_60d,rs,rs_ma20,rs_trend,weekly_ma20_slope,ret_5d_pct,ret_20d_pct,rs_strength_20d_pct,close,amount_million,classify_reason
2881,富邦金,A 主流形成中,71.25,100.0,62.5,75.0,37.5,87.5,100.0,100.0,37.5,6,95,18.0,18.0,11.3,19,2.16,1.3,0.002834,0.002458,1,0.8095,8.41,29.36,24.88,122.5,8385.2,主流評分排前 0%（全市場 PR） | 近 5 日名次推進速度 +11.3 > 0（資金推升中） | 近 20 日上榜 19 天（持續被關注） | 相對強弱轉強 + 週線 20 均向上（中長期多頭）
2882,國泰金,A 主流形成中,65.62,87.5,87.5,87.5,25.0,50.0,50.0,87.5,25.0,7,94,42.0,42.0,13.1,16,1.47,0.88,0.002311,0.001991,1,0.805,8.82,29.24,24.76,99.9,4211.2,主流評分排前 12%（全市場 PR） | 近 5 日名次推進速度 +13.1 > 0（資金推升中） | 近 20 日上榜 16 天（持續被關注） | 相對強弱轉強 + 週線 20 均向上（中長期多頭）
2412,中華電,B 觀察中,61.88,75.0,100.0,100.0,12.5,37.5,37.5,50.0,12.5,8,93,104.0,93.0,18.6,4,1.22,0.36,0.003331,0.003214,1,0.3525,2.13,4.73,0.25,144.0,2118.7,主流評分排前 25%（未完全達 A 級條件）
2308,台達電,C 過熱或排除,61.25,62.5,37.5,50.0,75.0,100.0,75.0,37.5,87.5,3,98,2.0,2.0,1.3,20,1.85,2.69,0.050896,0.051864,0,63.165,-10.39,1.62,-2.86,2200.0,41295.6,相對強弱未轉強（弱於大盤）
2454,聯發科,C 過熱或排除,50.31,50.0,18.8,18.8,75.0,62.5,87.5,75.0,100.0,2,99,0.0,0.0,0.0,20,1.86,1.16,0.096124,0.092878,1,137.7327,-8.58,18.88,14.41,4155.0,66076.8,主流評分未進入全市場前 40%
3711,日月光投控,C 過熱或排除,50.0,37.5,75.0,62.5,75.0,12.5,12.5,12.5,62.5,5,96,21.0,21.0,2.6,20,0.94,-0.14,0.012469,0.013087,0,15.43,-12.78,-1.64,-6.12,539.0,10629.1,相對強弱未轉強（弱於大盤）
2317,鴻海,C 過熱或排除,46.25,25.0,50.0,37.5,75.0,25.0,25.0,62.5,50.0,4,97,5.0,5.0,0.3,20,1.12,0.17,0.006084,0.006165,1,2.195,-14.89,4.78,0.31,263.0,22814.6,主流評分未進入全市場前 40%
2330,台積電,C 過熱或排除,43.44,12.5,18.8,18.8,75.0,75.0,62.5,25.0,75.0,1,100,0.0,0.0,0.0,20,1.49,1.27,0.052168,0.053037,0,34.69,-7.01,1.58,-2.9,2255.0,114227.1,相對強弱未轉強（弱於大盤）
